candidate_id,source_scope,symbol,timeframe,swing_degree,review_category,start_time,end_time,visible_window_range,count_window_range,count_move_abs,prominence_vs_window,move_prominence_vs_window,count_bars,visible_window_bars,duration_vs_window,relative_structure_size,scale_fit_label,scale_notes,chart_path
near_miss_exp252_index_aus200_h4_intermediate_impulse_001,h4_d1,AUS200,H4,intermediate,near_miss,2025-08-13 04:00:00,2025-08-29 04:00:00,847.5,238.98000000000138,118.56999999999971,0.281982,0.139906,73,900,0.081111,medium_small,not_applicable,not_applicable: prominence=0.282; duration=0.081; degree=intermediate; category=near_miss,artifacts\wavecount\phase2_5_2_guided_impulse_expansion_2026-05-24\charts\negatives\039_near_miss_exp252_index_aus200_h4_intermediate_impulse_001.png
near_miss_exp252_forex_audjpy_h4_minor_impulse_006,h4_d1,AUDJPY.r,H4,minor,near_miss,2025-08-29 00:00:00,2025-09-16 00:00:00,19.557000000000002,2.638999999999996,2.353999999999999,0.134939,0.120366,73,900,0.081111,medium_small,not_applicable,not_applicable: prominence=0.135; duration=0.081; degree=minor; category=near_miss,artifacts\wavecount\phase2_5_2_guided_impulse_expansion_2026-05-24\charts\negatives\040_near_miss_exp252_forex_audjpy_h4_minor_impulse_006.png
near_miss_exp252_metals_xagusd_h4_minor_impulse_006,h4_d1,XAGUSD.r,H4,minor,near_miss,2025-08-29 12:00:00,2025-09-05 16:00:00,84.662,2.7409999999999997,2.040999999999997,0.032376,0.024108,32,900,0.035556,small,not_applicable,not_applicable: prominence=0.032; duration=0.036; degree=minor; category=near_miss,artifacts\wavecount\phase2_5_2_guided_impulse_expansion_2026-05-24\charts\negatives\041_near_miss_exp252_metals_xagusd_h4_minor_impulse_006.png
near_miss_exp252_index_aus200_h4_minor_impulse_001,h4_d1,AUS200,H4,minor,near_miss,2025-08-13 04:00:00,2025-08-29 04:00:00,847.5,238.98000000000138,118.56999999999971,0.281982,0.139906,73,900,0.081111,medium_small,not_applicable,not_applicable: prominence=0.282; duration=0.081; degree=minor; category=near_miss,artifacts\wavecount\phase2_5_2_guided_impulse_expansion_2026-05-24\charts\negatives\042_near_miss_exp252_index_aus200_h4_minor_impulse_001.png
near_miss_exp252_forex_audjpy_h4_major_impulse_002,h4_d1,AUDJPY.r,H4,major,near_miss,2025-08-20 16:00:00,2025-09-25 12:00:00,19.557000000000002,4.021000000000001,3.2439999999999998,0.205604,0.165874,156,900,0.173333,medium_small,not_applicable,not_applicable: prominence=0.206; duration=0.173; degree=major; category=near_miss,artifacts\wavecount\phase2_5_2_guided_impulse_expansion_2026-05-24\charts\negatives\043_near_miss_exp252_forex_audjpy_h4_major_impulse_002.png
near_miss_exp252_metals_xagusd_h4_major_impulse_006,h4_d1,XAGUSD.r,H4,major,near_miss,2025-09-08 04:00:00,2025-10-23 16:00:00,84.662,13.936,8.455000000000005,0.164607,0.099868,202,900,0.224444,medium_small,not_applicable,not_applicable: prominence=0.165; duration=0.224; degree=major; category=near_miss,artifacts\wavecount\phase2_5_2_guided_impulse_expansion_2026-05-24\charts\negatives\044_near_miss_exp252_metals_xagusd_h4_major_impulse_006.png
near_miss_exp252_index_aus200_h4_major_impulse_001,h4_d1,AUS200,H4,major,near_miss,2025-08-13 04:00:00,2025-08-29 04:00:00,847.5,238.98000000000138,118.56999999999971,0.281982,0.139906,73,900,0.081111,medium_small,not_applicable,not_applicable: prominence=0.282; duration=0.081; degree=major; category=near_miss,artifacts\wavecount\phase2_5_2_guided_impulse_expansion_2026-05-24\charts\negatives\045_near_miss_exp252_index_aus200_h4_major_impulse_001.png
hard_invalid_exp252_forex_audjpy_h4_intermediate_impulse_001,h4_d1,AUDJPY.r,H4,intermediate,hard_invalid,2025-08-18 16:00:00,2025-09-05 16:00:00,19.557000000000002,2.8940000000000055,0.6729999999999876,0.147978,0.034412,85,900,0.094444,medium_small,not_applicable,not_applicable: prominence=0.148; duration=0.094; degree=intermediate; category=hard_invalid,artifacts\wavecount\phase2_5_2_guided_impulse_expansion_2026-05-24\charts\negatives\046_hard_invalid_exp252_forex_audjpy_h4_intermediate_impulse_001.png
hard_invalid_exp252_metals_xagusd_h4_intermediate_impulse_001,h4_d1,XAGUSD.r,H4,intermediate,hard_invalid,2025-08-18 12:00:00,2025-09-02 16:00:00,84.662,3.9549999999999983,2.668999999999997,0.046715,0.031525,68,900,0.075556,small,not_applicable,not_applicable: prominence=0.047; duration=0.076; degree=intermediate; category=hard_invalid,artifacts\wavecount\phase2_5_2_guided_impulse_expansion_2026-05-24\charts\negatives\047_hard_invalid_exp252_metals_xagusd_h4_intermediate_impulse_001.png
hard_invalid_exp252_index_aus200_h4_intermediate_impulse_002,h4_d1,AUS200,H4,intermediate,hard_invalid,2025-08-18 04:00:00,2025-09-03 08:00:00,847.5,337.9500000000007,179.07999999999993,0.398761,0.211304,74,900,0.082222,medium_small,not_applicable,not_applicable: prominence=0.399; duration=0.082; degree=intermediate; category=hard_invalid,artifacts\wavecount\phase2_5_2_guided_impulse_expansion_2026-05-24\charts\negatives\048_hard_invalid_exp252_index_aus200_h4_intermediate_impulse_002.png
hard_invalid_exp252_forex_audjpy_h4_minor_impulse_001,h4_d1,AUDJPY.r,H4,minor,hard_invalid,2025-08-18 16:00:00,2025-08-29 00:00:00,19.557000000000002,1.7980000000000018,0.0589999999999975,0.091936,0.003017,51,900,0.056667,small,not_applicable,not_applicable: prominence=0.092; duration=0.057; degree=minor; category=hard_invalid,artifacts\wavecount\phase2_5_2_guided_impulse_expansion_2026-05-24\charts\negatives\049_hard_invalid_exp252_forex_audjpy_h4_minor_impulse_001.png
hard_invalid_exp252_metals_xagusd_h4_minor_impulse_001,h4_d1,XAGUSD.r,H4,minor,hard_invalid,2025-08-18 12:00:00,2025-08-29 12:00:00,84.662,2.158999999999999,0.7370000000000019,0.025501,0.008705,55,900,0.061111,small,not_applicable,not_applicable: prominence=0.026; duration=0.061; degree=minor; category=hard_invalid,artifacts\wavecount\phase2_5_2_guided_impulse_expansion_2026-05-24\charts\negatives\050_hard_invalid_exp252_metals_xagusd_h4_minor_impulse_001.png
hard_invalid_exp252_index_aus200_h4_minor_impulse_002,h4_d1,AUS200,H4,minor,hard_invalid,2025-08-18 04:00:00,2025-09-03 08:00:00,847.5,337.9500000000007,179.07999999999993,0.398761,0.211304,74,900,0.082222,medium_small,not_applicable,not_applicable: prominence=0.399; duration=0.082; degree=minor; category=hard_invalid,artifacts\wavecount\phase2_5_2_guided_impulse_expansion_2026-05-24\charts\negatives\051_hard_invalid_exp252_index_aus200_h4_minor_impulse_002.png
hard_invalid_exp252_forex_audjpy_h4_major_impulse_001,h4_d1,AUDJPY.r,H4,major,hard_invalid,2025-08-18 16:00:00,2025-09-19 08:00:00,19.557000000000002,4.021000000000001,1.789999999999992,0.205604,0.091527,143,900,0.158889,medium_small,not_applicable,not_applicable: prominence=0.206; duration=0.159; degree=major; category=hard_invalid,artifacts\wavecount\phase2_5_2_guided_impulse_expansion_2026-05-24\charts\negatives\052_hard_invalid_exp252_forex_audjpy_h4_major_impulse_001.png
hard_invalid_exp252_metals_xagusd_h4_major_impulse_001,h4_d1,XAGUSD.r,H4,major,hard_invalid,2025-08-18 12:00:00,2025-09-08 04:00:00,84.662,4.506,2.363999999999997,0.053223,0.027923,89,900,0.098889,small,not_applicable,not_applicable: prominence=0.053; duration=0.099; degree=major; category=hard_invalid,artifacts\wavecount\phase2_5_2_guided_impulse_expansion_2026-05-24\charts\negatives\053_hard_invalid_exp252_metals_xagusd_h4_major_impulse_001.png
hard_invalid_exp252_index_aus200_h4_major_impulse_002,h4_d1,AUS200,H4,major,hard_invalid,2025-08-18 04:00:00,2025-09-03 08:00:00,847.5,337.9500000000007,179.07999999999993,0.398761,0.211304,74,900,0.082222,medium_small,not_applicable,not_applicable: prominence=0.399; duration=0.082; degree=major; category=hard_invalid,artifacts\wavecount\phase2_5_2_guided_impulse_expansion_2026-05-24\charts\negatives\054_hard_invalid_exp252_index_aus200_h4_major_impulse_002.png
