symbol,timeframe,gap_start,gap_end,gap_minutes,gap_category
US30,H1,2020-12-24 20:00:00,2020-12-28 01:00:00,4620,session_or_weekend
US30,H1,2020-12-31 23:00:00,2021-01-04 01:00:00,4440,session_or_weekend
US30,H4,2025-12-24 20:00:00,2025-12-26 00:00:00,1680,short_missing_gap
US30,H4,2024-12-31 20:00:00,2025-01-02 00:00:00,1680,short_missing_gap
US30,H4,2024-12-24 20:00:00,2024-12-26 00:00:00,1680,short_missing_gap
US30,H4,2023-12-22 20:00:00,2023-12-27 00:00:00,6000,session_or_weekend
US30,H4,2020-12-31 20:00:00,2021-01-04 00:00:00,4560,session_or_weekend
US30,H4,2020-04-09 20:00:00,2020-04-13 00:00:00,4560,session_or_weekend
US30,D1,2023-12-22 00:00:00,2023-12-27 00:00:00,7200,session_or_weekend
US30,D1,2020-12-31 00:00:00,2021-01-04 00:00:00,5760,session_or_weekend
US30,D1,2020-04-09 00:00:00,2020-04-13 00:00:00,5760,session_or_weekend
US500,M15,2025-12-24 20:00:00,2025-12-26 01:00:00,1740,short_missing_gap
US500,M15,2024-12-24 20:15:00,2024-12-26 01:00:00,1725,short_missing_gap
US500,M15,2024-12-31 23:45:00,2025-01-02 01:00:00,1515,short_missing_gap
US500,M15,2023-12-22 23:45:00,2023-12-27 01:00:00,5835,session_or_weekend
US500,M15,2022-04-14 23:45:00,2022-04-18 01:00:00,4395,session_or_weekend
US500,M15,2021-12-23 23:45:00,2021-12-27 01:00:00,4395,session_or_weekend
US500,M30,2025-12-24 20:00:00,2025-12-26 01:00:00,1740,short_missing_gap
US500,M30,2024-12-24 20:00:00,2024-12-26 01:00:00,1740,short_missing_gap
US500,M30,2024-12-31 23:30:00,2025-01-02 01:00:00,1530,short_missing_gap
US500,M30,2023-12-22 23:30:00,2023-12-27 01:00:00,5850,session_or_weekend
US500,M30,2020-12-24 20:00:00,2020-12-28 01:00:00,4620,session_or_weekend
US500,M30,2020-04-09 23:30:00,2020-04-13 01:00:00,4410,session_or_weekend
US500,H1,2024-12-24 20:00:00,2024-12-26 01:00:00,1740,short_missing_gap
US500,H1,2025-12-24 20:00:00,2025-12-26 01:00:00,1740,short_missing_gap
US500,H1,2024-12-31 23:00:00,2025-01-02 01:00:00,1560,short_missing_gap
US500,H1,2023-12-22 23:00:00,2023-12-27 01:00:00,5880,session_or_weekend
US500,H1,2020-12-24 20:00:00,2020-12-28 01:00:00,4620,session_or_weekend
US500,H1,2020-04-09 23:00:00,2020-04-13 01:00:00,4440,session_or_weekend
US500,H4,2025-12-24 20:00:00,2025-12-26 00:00:00,1680,short_missing_gap
US500,H4,2024-12-31 20:00:00,2025-01-02 00:00:00,1680,short_missing_gap
US500,H4,2024-12-24 20:00:00,2024-12-26 00:00:00,1680,short_missing_gap
US500,H4,2023-12-22 20:00:00,2023-12-27 00:00:00,6000,session_or_weekend
US500,H4,2020-12-24 20:00:00,2020-12-28 00:00:00,4560,session_or_weekend
US500,H4,2020-04-09 20:00:00,2020-04-13 00:00:00,4560,session_or_weekend
US500,D1,2023-12-22 00:00:00,2023-12-27 00:00:00,7200,session_or_weekend
US500,D1,2020-12-31 00:00:00,2021-01-04 00:00:00,5760,session_or_weekend
US500,D1,2020-04-09 00:00:00,2020-04-13 00:00:00,5760,session_or_weekend
