example_id,group,symbol,timeframe,example_type,timestamp,pivot_state,pivot_type,pivot_extreme_time,pivot_detected_at,pivot_extreme_price,confirmation_lag_bars,visibility_score,atr,lookahead_safe,is_candidate,is_confirmed,is_ambiguous,reason
index_gap_aus200_m30,Index,AUS200,M30,gap,2026-03-17 06:30:00,candidate_high,high,2026-03-17 06:30:00,2026-03-17 06:30:00,8625.7,3,2.450462351387075,21.628571428571245,True,True,False,False,"potential local high, waiting for confirmation latency"
index_gap_aus200_m30,Index,AUS200,M30,gap,2026-03-17 07:30:00,confirmed_low,low,2026-03-17 06:00:00,2026-03-17 07:30:00,8572.7,3,2.5169606512890312,21.057142857142676,True,False,True,False,"visible move: atr_score=2.517, relative_score=0.00615"
index_gap_aus200_m30,Index,AUS200,M30,gap,2026-03-17 08:00:00,ambiguous_noise,ambiguous,,2026-03-17 08:00:00,,3,,20.049999999999923,True,False,False,True,pivot too close to previous confirmed pivot
index_gap_aus200_m30,Index,AUS200,M30,gap,2026-03-17 09:00:00,candidate_low,low,2026-03-17 09:00:00,2026-03-17 09:00:00,8563.3,3,2.896551724137995,21.54285714285717,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-04 02:00:00,candidate_high,high,2026-03-04 02:00:00,2026-03-04 02:00:00,2116.04,3,1.3093533228910241,29.79333333333322,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-04 03:00:00,candidate_high,high,2026-03-04 03:00:00,2026-03-04 03:00:00,2153.39,3,2.411549740581997,31.664285714285597,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-04 04:00:00,confirmed_low,low,2026-03-04 01:00:00,2026-03-04 04:00:00,2077.03,3,2.558158290259912,34.09874999999994,True,False,True,False,"visible move: atr_score=2.558, relative_score=0.04126"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-04 07:00:00,confirmed_high,high,2026-03-04 04:00:00,2026-03-04 07:00:00,2164.26,3,2.78431315652023,31.32909090909086,True,False,True,False,"visible move: atr_score=2.784, relative_score=0.04082"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-04 09:00:00,candidate_high,high,2026-03-04 09:00:00,2026-03-04 09:00:00,2166.15,3,1.9206902476742211,31.337692307692297,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-04 10:00:00,candidate_high,high,2026-03-04 10:00:00,2026-03-04 10:00:00,2168.67,3,1.9530187512878725,31.197857142857142,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-04 11:00:00,candidate_high,high,2026-03-04 11:00:00,2026-03-04 11:00:00,2186.34,3,2.5641981637694093,30.652857142857165,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-04 12:00:00,candidate_high,high,2026-03-04 12:00:00,2026-03-04 12:00:00,2198.22,3,2.898739101581271,31.213571428571445,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-04 15:00:00,confirmed_high,high,2026-03-04 12:00:00,2026-03-04 15:00:00,2198.22,3,1.8250232270052598,32.29,True,False,True,False,"visible move: atr_score=1.825, relative_score=0.02716"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-04 16:00:00,candidate_low,low,2026-03-04 16:00:00,2026-03-04 16:00:00,2129.69,3,2.08420046488388,32.880714285714284,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-04 19:00:00,confirmed_low,low,2026-03-04 16:00:00,2026-03-04 19:00:00,2129.69,3,1.9865190178141527,31.154999999999973,True,False,True,False,"visible move: atr_score=1.987, relative_score=0.02879"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-04 20:00:00,candidate_low,low,2026-03-04 20:00:00,2026-03-04 20:00:00,2129.53,3,1.3291416808377299,31.922857142857115,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-04 23:00:00,confirmed_low,low,2026-03-04 20:00:00,2026-03-04 23:00:00,2129.53,3,1.519271592623849,27.927857142857096,True,False,True,False,"visible move: atr_score=1.519, relative_score=0.01968"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-05 01:00:00,candidate_high,high,2026-03-05 01:00:00,2026-03-05 01:00:00,2172.41,3,1.518259989883653,28.242857142857083,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-05 02:00:00,candidate_high,high,2026-03-05 02:00:00,2026-03-05 02:00:00,2203.17,3,2.2956941445446577,28.117857142857083,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-05 03:00:00,candidate_high,high,2026-03-05 03:00:00,2026-03-05 03:00:00,2221.14,3,2.860807765643962,28.844999999999963,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-05 04:00:00,confirmed_low,low,2026-03-05 01:00:00,2026-03-05 04:00:00,2138.62,3,2.8088499878434248,29.37857142857141,True,False,True,False,"visible move: atr_score=2.809, relative_score=0.03760"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-05 06:00:00,confirmed_high,high,2026-03-05 03:00:00,2026-03-05 06:00:00,2221.14,3,3.0313557765474517,27.222142857142867,True,False,True,False,"visible move: atr_score=3.031, relative_score=0.03777"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-05 07:00:00,candidate_low,low,2026-03-05 07:00:00,2026-03-05 07:00:00,2147.99,3,2.690751445086706,27.18571428571431,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-05 08:00:00,candidate_low,low,2026-03-05 08:00:00,2026-03-05 08:00:00,2129.94,3,2.6125340599454963,27.525000000000027,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-05 11:00:00,confirmed_low,low,2026-03-05 08:00:00,2026-03-05 11:00:00,2129.94,3,2.666346487366263,26.770714285714284,True,False,True,False,"visible move: atr_score=2.666, relative_score=0.03290"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-05 14:00:00,confirmed_high,high,2026-03-05 11:00:00,2026-03-05 14:00:00,2199.96,3,2.4873889875666073,28.149999999999995,True,False,True,False,"visible move: atr_score=2.487, relative_score=0.03231"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-05 15:00:00,candidate_low,low,2026-03-05 15:00:00,2026-03-05 15:00:00,2133.75,3,2.3385725458536237,28.31214285714285,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-05 16:00:00,candidate_low,low,2026-03-05 16:00:00,2026-03-05 16:00:00,2125.13,3,1.8416668776424743,28.213571428571413,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-05 17:00:00,candidate_low,low,2026-03-05 17:00:00,2026-03-05 17:00:00,2118.6,3,2.148280294881557,27.226428571428578,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-05 18:00:00,candidate_low,low,2026-03-05 18:00:00,2026-03-05 18:00:00,2110.7,3,2.3139226293763384,27.991428571428578,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-05 21:00:00,candidate_low,low,2026-03-05 21:00:00,2026-03-05 21:00:00,2095.23,3,1.9923954372623585,27.614999999999977,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-05 22:00:00,candidate_low,low,2026-03-05 22:00:00,2026-03-05 22:00:00,2093.12,3,2.1453823663528384,26.62928571428571,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-06 01:00:00,candidate_high,high,2026-03-06 01:00:00,2026-03-06 01:00:00,2141.7,3,1.8154930329400458,26.75857142857139,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-06 02:00:00,confirmed_low,low,2026-03-05 22:00:00,2026-03-06 02:00:00,2093.12,3,2.194835487500351,26.02928571428567,True,False,True,False,"visible move: atr_score=2.195, relative_score=0.02694"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-06 03:00:00,candidate_high,high,2026-03-06 03:00:00,2026-03-06 03:00:00,2154.68,3,2.174057817466326,28.315714285714225,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-06 05:00:00,candidate_high,high,2026-03-06 05:00:00,2026-03-06 05:00:00,2162.57,3,1.988485694347532,28.659999999999986,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-06 06:00:00,confirmed_low,low,2026-03-06 03:00:00,2026-03-06 06:00:00,2105.58,3,2.133084808946886,26.825000000000014,True,False,True,False,"visible move: atr_score=2.133, relative_score=0.02657"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-06 09:00:00,candidate_high,high,2026-03-06 09:00:00,2026-03-06 09:00:00,2162.93,3,0.9910159782936402,23.69285714285713,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-06 10:00:00,candidate_high,high,2026-03-06 10:00:00,2026-03-06 10:00:00,2173.51,3,1.5157988429016647,22.469999999999995,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-06 11:00:00,candidate_low,low,2026-03-06 11:00:00,2026-03-06 11:00:00,2122.88,3,2.1129791927502577,23.961428571428574,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-06 13:00:00,confirmed_high,high,2026-03-06 10:00:00,2026-03-06 13:00:00,2173.51,3,2.2712460438401165,24.37428571428573,True,False,True,False,"visible move: atr_score=2.271, relative_score=0.02604"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-06 14:00:00,candidate_low,low,2026-03-06 14:00:00,2026-03-06 14:00:00,2117.01,3,2.2647884097806776,24.94714285714287,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-06 15:00:00,candidate_low,low,2026-03-06 15:00:00,2026-03-06 15:00:00,2107.84,3,2.225298894653727,25.331428571428596,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-06 16:00:00,candidate_low,low,2026-03-06 16:00:00,2026-03-06 16:00:00,2091.07,3,2.4863556338028117,25.965714285714316,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-06 19:00:00,confirmed_low,low,2026-03-06 16:00:00,2026-03-06 19:00:00,2091.07,3,2.5916166233455806,23.90785714285718,True,False,True,False,"visible move: atr_score=2.592, relative_score=0.02915"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-06 20:00:00,candidate_high,high,2026-03-06 20:00:00,2026-03-06 20:00:00,2147.94,3,2.290111028015871,24.832857142857165,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-06 23:00:00,confirmed_high,high,2026-03-06 20:00:00,2026-03-06 23:00:00,2147.94,3,1.397766497461932,24.625,True,False,True,False,"visible move: atr_score=1.398, relative_score=0.01605"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-09 01:00:00,candidate_low,low,2026-03-09 01:00:00,2026-03-09 01:00:00,2061.62,3,2.9700410430337505,29.063571428571418,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-09 02:00:00,candidate_low,low,2026-03-09 02:00:00,2026-03-09 02:00:00,2042.16,3,3.6147201105735967,28.940000000000005,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-09 03:00:00,candidate_low,low,2026-03-09 03:00:00,2026-03-09 03:00:00,2040.01,3,3.5253910486611497,29.63642857142856,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-09 04:00:00,candidate_low,low,2026-03-09 04:00:00,2026-03-09 04:00:00,2023.91,3,4.05195619663274,29.61285714285712,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-09 06:00:00,candidate_high,high,2026-03-09 06:00:00,2026-03-09 06:00:00,2100.72,3,2.473069316038811,31.05857142857144,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-09 07:00:00,confirmed_low,low,2026-03-09 04:00:00,2026-03-09 07:00:00,2023.91,3,3.9012733547542435,30.010714285714293,True,False,True,False,"visible move: atr_score=3.901, relative_score=0.05555"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-09 08:00:00,candidate_high,high,2026-03-09 08:00:00,2026-03-09 08:00:00,2147.84,3,3.9308985454710235,31.527142857142866,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-09 11:00:00,confirmed_high,high,2026-03-09 08:00:00,2026-03-09 11:00:00,2147.84,3,3.6716241634224267,32.65857142857141,True,False,True,False,"visible move: atr_score=3.672, relative_score=0.05672"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-09 13:00:00,candidate_low,low,2026-03-09 13:00:00,2026-03-09 13:00:00,2088.62,3,1.5673796142805196,35.33285714285713,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-09 15:00:00,candidate_high,high,2026-03-09 15:00:00,2026-03-09 15:00:00,2152.86,3,1.9511433158328704,32.924285714285716,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-09 16:00:00,confirmed_low,low,2026-03-09 13:00:00,2026-03-09 16:00:00,2088.62,3,2.1821980777267003,32.47642857142856,True,False,True,False,"visible move: atr_score=2.182, relative_score=0.03333"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-09 17:00:00,candidate_high,high,2026-03-09 17:00:00,2026-03-09 17:00:00,2166.14,3,2.3403778141982237,33.12285714285713,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-09 20:00:00,candidate_high,high,2026-03-09 20:00:00,2026-03-09 20:00:00,2166.22,3,1.4957666045934115,28.767857142857142,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-09 21:00:00,candidate_high,high,2026-03-09 21:00:00,2026-03-09 21:00:00,2176.59,3,1.8249725375320422,29.260714285714293,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-09 22:00:00,candidate_high,high,2026-03-09 22:00:00,2026-03-09 22:00:00,2186.98,3,1.595353947574946,27.30428571428573,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-09 23:00:00,candidate_high,high,2026-03-09 23:00:00,2026-03-09 23:00:00,2188.41,3,1.667611583569551,25.70142857142855,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-10 03:00:00,confirmed_high,high,2026-03-09 23:00:00,2026-03-10 03:00:00,2188.41,3,1.4842300556586263,24.255000000000013,True,False,True,False,"visible move: atr_score=1.484, relative_score=0.01666"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-10 04:00:00,ambiguous_noise,ambiguous,,2026-03-10 04:00:00,,3,2.278989854914367,26.19142857142859,True,False,False,True,current candle is both local high and local low candidate
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-10 05:00:00,candidate_high,high,2026-03-10 05:00:00,2026-03-10 05:00:00,2211.44,3,2.313249916497518,27.80071428571429,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-10 07:00:00,confirmed_low,low,2026-03-10 04:00:00,2026-03-10 07:00:00,2147.13,3,2.605602824564448,24.68142857142857,True,False,True,False,"visible move: atr_score=2.606, relative_score=0.02945"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-10 08:00:00,ambiguous_noise,ambiguous,,2026-03-10 08:00:00,,3,,23.061428571428582,True,False,False,True,pivot too close to previous confirmed pivot
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-10 10:00:00,candidate_high,high,2026-03-10 10:00:00,2026-03-10 10:00:00,2224.12,3,2.33813499529633,24.29714285714285,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-10 11:00:00,candidate_high,high,2026-03-10 11:00:00,2026-03-10 11:00:00,2234.87,3,2.7304849884526567,24.742857142857115,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-10 12:00:00,candidate_high,high,2026-03-10 12:00:00,2026-03-10 12:00:00,2245.21,3,2.5502374224371605,24.51928571428568,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-10 15:00:00,confirmed_high,high,2026-03-10 12:00:00,2026-03-10 15:00:00,2245.21,3,2.280243462814451,27.34357142857139,True,False,True,False,"visible move: atr_score=2.280, relative_score=0.02813"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-10 17:00:00,candidate_high,high,2026-03-10 17:00:00,2026-03-10 17:00:00,2238.68,3,1.8545730694385054,30.098571428571372,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-10 18:00:00,confirmed_low,low,2026-03-10 15:00:00,2026-03-10 18:00:00,2182.86,3,2.2984359365948714,27.127142857142807,True,False,True,False,"visible move: atr_score=2.298, relative_score=0.02803"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-10 20:00:00,confirmed_high,high,2026-03-10 17:00:00,2026-03-10 20:00:00,2238.68,3,2.1641650512323376,25.792857142857105,True,False,True,False,"visible move: atr_score=2.164, relative_score=0.02505"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-10 21:00:00,candidate_low,low,2026-03-10 21:00:00,2026-03-10 21:00:00,2191.68,3,1.724680226462573,27.251428571428537,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-11 01:00:00,candidate_low,low,2026-03-11 01:00:00,2026-03-11 01:00:00,2191.11,3,1.8258584341698616,24.733571428571427,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-11 02:00:00,candidate_low,low,2026-03-11 02:00:00,2026-03-11 02:00:00,2190.99,3,1.6512222684827313,24.018571428571477,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-11 03:00:00,candidate_high,high,2026-03-11 03:00:00,2026-03-11 03:00:00,2217.78,3,1.1031176470588377,24.285714285714352,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-11 04:00:00,candidate_high,high,2026-03-11 04:00:00,2026-03-11 04:00:00,2230.87,3,1.6493456618711404,24.179285714285793,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-11 05:00:00,candidate_low,low,2026-03-11 05:00:00,2026-03-11 05:00:00,2180.07,3,2.109884893793742,24.077142857142917,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-11 07:00:00,confirmed_high,high,2026-03-11 04:00:00,2026-03-11 07:00:00,2230.87,3,2.384097080218545,21.307857142857205,True,False,True,False,"visible move: atr_score=2.384, relative_score=0.02304"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-11 08:00:00,candidate_low,low,2026-03-11 08:00:00,2026-03-11 08:00:00,2179.89,3,2.424320652173906,21.0285714285715,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-11 10:00:00,candidate_low,low,2026-03-11 10:00:00,2026-03-11 10:00:00,2164.25,3,2.2030864822881755,21.1521428571429,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-11 11:00:00,candidate_low,low,2026-03-11 11:00:00,2026-03-11 11:00:00,2163.93,3,2.206442511168583,21.265000000000068,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-11 14:00:00,confirmed_low,low,2026-03-11 11:00:00,2026-03-11 14:00:00,2163.93,3,1.9763831763300992,21.534285714285748,True,False,True,False,"visible move: atr_score=1.976, relative_score=0.01956"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-11 16:00:00,ambiguous_noise,ambiguous,,2026-03-11 16:00:00,,3,1.7679167260801263,25.046428571428578,True,False,False,True,current candle is both local high and local low candidate
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-11 17:00:00,candidate_high,high,2026-03-11 17:00:00,2026-03-11 17:00:00,2213.89,3,2.1612633641681693,24.786428571428555,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-11 19:00:00,confirmed_low,low,2026-03-11 16:00:00,2026-03-11 19:00:00,2160.32,3,2.1293546463757274,25.15785714285718,True,False,True,False,"visible move: atr_score=2.129, relative_score=0.02436"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-11 20:00:00,ambiguous_noise,ambiguous,,2026-03-11 20:00:00,,3,,25.767142857142876,True,False,False,True,pivot too close to previous confirmed pivot
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-11 21:00:00,candidate_low,low,2026-03-11 21:00:00,2026-03-11 21:00:00,2171.23,3,1.656928838951304,25.74642857142859,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-11 23:00:00,candidate_low,low,2026-03-11 23:00:00,2026-03-11 23:00:00,2156.14,3,1.8694455367675935,25.43000000000003,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-12 01:00:00,candidate_low,low,2026-03-12 01:00:00,2026-03-12 01:00:00,2147.34,3,2.2749192431933407,24.765714285714303,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-12 02:00:00,candidate_low,low,2026-03-12 02:00:00,2026-03-12 02:00:00,2139.96,3,1.826174515952708,24.82785714285715,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-12 03:00:00,candidate_low,low,2026-03-12 03:00:00,2026-03-12 03:00:00,2135.22,3,1.8983050847457619,26.086428571428574,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-12 04:00:00,candidate_high,high,2026-03-12 04:00:00,2026-03-12 04:00:00,2182.5,3,1.867087893489797,25.322857142857142,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-12 06:00:00,confirmed_low,low,2026-03-12 03:00:00,2026-03-12 06:00:00,2135.22,3,1.9437364186292418,24.324285714285743,True,False,True,False,"visible move: atr_score=1.944, relative_score=0.02184"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-12 07:00:00,ambiguous_noise,ambiguous,,2026-03-12 07:00:00,,3,,22.350714285714307,True,False,False,True,pivot too close to previous confirmed pivot
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-12 10:00:00,confirmed_low,low,2026-03-12 07:00:00,2026-03-12 10:00:00,2151.53,3,2.3005847953216345,20.764285714285734,True,False,True,False,"visible move: atr_score=2.301, relative_score=0.02172"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-12 11:00:00,candidate_high,high,2026-03-12 11:00:00,2026-03-12 11:00:00,2200.52,3,2.469698606459961,19.836428571428605,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-12 14:00:00,candidate_high,high,2026-03-12 14:00:00,2026-03-12 14:00:00,2202.54,3,1.7990158970476795,18.87142857142859,True,True,False,False,"potential local high, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-12 15:00:00,candidate_low,low,2026-03-12 15:00:00,2026-03-12 15:00:00,2166.11,3,1.869369204266382,19.48785714285717,True,True,False,False,"potential local low, waiting for confirmation latency"
metals_ambiguous_xptusd_h1,Metals,XPTUSD,H1,ambiguous,2026-03-12 16:00:00,candidate_low,low,2026-03-12 16:00:00,2026-03-12 16:00:00,2144.38,3,2.701795135547656,21.526428571428596,True,True,False,False,"potential local low, waiting for confirmation latency"
